0,0
0.01,4.22053e-06
0.02,8.44107e-06
0.03,1.26616e-05
0.04,1.68821e-05
0.05,2.11027e-05
0.06,2.53232e-05
0.07,2.95437e-05
0.08,3.37643e-05
0.09,3.79848e-05
0.1,4.22053e-05
0.11,4.64259e-05
0.12,5.06464e-05
0.13,5.48669e-05
0.14,5.90875e-05
0.15,6.3308e-05
0.16,6.75286e-05
0.17,7.17491e-05
0.18,7.59696e-05
0.19,8.01902e-05
0.2,8.44107e-05
0.21,8.86312e-05
0.22,9.28518e-05
0.23,9.70723e-05
0.24,0.000101293
0.25,0.000105513
0.26,0.000109734
0.27,0.000113954
0.28,0.000118175
0.29,0.000122396
0.3,0.000126616
0.31,0.000130837
0.32,0.000135057
0.33,0.000139278
0.34,0.000143498
0.35,0.000147719
0.36,0.000151939
0.37,0.00015616
0.38,0.00016038
0.39,0.000164601
0.4,0.000168821
0.41,0.000173042
0.42,0.000177262
0.43,0.000181483
0.44,0.000185704
0.45,0.000189924
0.46,0.000194145
0.47,0.000198365
0.48,0.000202586
0.49,0.000206806
0.5,0.000211027
0.51,0.000215247
0.52,0.000219468
0.53,0.000223688
0.54,0.000227909
0.55,0.000232129
0.56,0.00023635
0.57,0.00024057
0.58,0.000244791
0.59,0.000249012
0.6,0.000253232
0.61,0.000257453
0.62,0.000261673
0.63,0.000265894
0.64,0.000270114
0.65,0.000274335
0.66,0.000278555
0.67,0.000282776
0.68,0.000286996
0.69,0.000291217
0.7,0.000295437
0.71,0.000299658
0.72,0.000303879
0.73,0.000308099
0.74,0.00031232
0.75,0.00031654
0.76,0.000320761
0.77,0.000324981
0.78,0.000329202
0.79,0.000333422
0.8,0.000337643
0.81,0.000341863
0.82,0.000346084
0.83,0.000350304
0.84,0.000354525
0.85,0.000358745
0.86,0.000362966
0.87,0.000367187
0.88,0.000371407
0.89,0.000375628
0.9,0.000379848
0.91,0.000384069
0.92,0.000388289
0.93,0.00039251
0.94,0.00039673
0.95,0.000400951
0.96,0.000405171
0.97,0.000409392
0.98,0.000413612
0.99,0.000417833
1,0.000422053
